City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
97,Minab,27.1467,57.0801,59.32,82,20,2.3,IR,2022-02-07 02:53:19,few clouds
98,Nikolskoye,59.7035,30.7861,36.88,97,100,6.98,RU,2022-02-07 02:46:21,light snow
99,Fargo,46.8772,-96.7898,-3.96,79,0,0.0,US,2022-02-07 02:53:20,clear sky
100,Atar,20.5169,-13.0499,69.08,11,0,5.88,MR,2022-02-07 02:46:22,clear sky
101,Santa Cruz Del Norte,23.1539,-81.9236,71.73,81,25,11.61,CU,2022-02-07 02:53:21,scattered clouds
102,Pahrump,36.2083,-115.9839,57.06,20,0,1.99,US,2022-02-07 02:53:22,clear sky
103,Chingirlau,51.095,54.0814,17.62,96,100,8.03,KZ,2022-02-07 02:53:22,light snow
104,San Vicente,-26.6167,-54.1333,58.8,63,0,2.82,AR,2022-02-07 02:53:23,clear sky
105,Sao Joao Da Ponte,-15.9292,-44.0078,63.93,98,97,0.4,BR,2022-02-07 02:53:24,overcast clouds
106,Praya,14.9215,-23.5087,68.54,83,0,12.66,CV,2022-02-07 02:53:24,clear sky
107,Erzin,36.9559,36.2,38.12,73,0,3.89,TR,2022-02-07 02:53:24,clear sky
108,Coihaique,-45.5752,-72.0662,68.61,63,0,3.44,CL,2022-02-07 02:46:25,clear sky
109,Mandalgovi,45.7625,106.2708,11.89,49,7,3.18,MN,2022-02-07 02:53:25,clear sky
110,Fuxin,42.0156,121.6589,23.72,40,35,4.41,CN,2022-02-07 02:53:26,scattered clouds
111,Murgab,37.4966,61.9714,39.07,87,100,4.61,TM,2022-02-07 02:53:26,light intensity shower rain
112,Gandajika,-6.75,23.95,65.41,98,100,2.35,CD,2022-02-07 02:53:27,light rain
113,Bra,44.703,7.8556,48.09,84,3,5.28,IT,2022-02-07 02:53:27,clear sky
114,Eslamshahr,35.5605,51.2346,38.64,52,0,16.11,IR,2022-02-07 02:53:28,clear sky
115,Leningradskiy,69.3833,178.4167,-26.57,100,63,2.82,RU,2022-02-07 02:46:28,broken clouds
116,Berlevag,70.8578,29.0864,19.9,85,60,20.71,NO,2022-02-07 02:53:29,broken clouds
117,Zyryanka,65.75,150.85,-25.89,94,23,4.43,RU,2022-02-07 02:46:28,few clouds
118,Cidreira,-30.1811,-50.2056,68.22,74,8,7.81,BR,2022-02-07 02:46:29,clear sky
119,Louga,58.7372,29.8453,32.76,98,100,6.04,RU,2022-02-07 02:53:30,overcast clouds
120,El Centro,32.792,-115.563,68.34,15,0,6.91,US,2022-02-07 02:53:30,clear sky
121,College,64.8569,-147.8028,-4.92,77,100,0.0,US,2022-02-07 02:45:29,overcast clouds
122,Porac,15.1,120.5,80.01,70,93,14.38,PH,2022-02-07 02:53:31,overcast clouds
123,Taksimo,56.3444,114.8794,0.0,93,100,0.98,RU,2022-02-07 02:53:31,overcast clouds
124,Cowra,-33.8333,148.6833,75.61,26,2,13.69,AU,2022-02-07 02:53:32,clear sky
125,Srednekolymsk,67.45,153.6833,-25.64,96,30,1.68,RU,2022-02-07 02:46:35,scattered clouds
126,Aklavik,68.2191,-135.0107,-22.97,91,100,19.39,CA,2022-02-07 02:41:54,overcast clouds
127,Saint George,37.1041,-113.5841,54.19,24,0,1.01,US,2022-02-07 02:46:27,clear sky
128,Yar-Sale,66.8333,70.8333,-8.99,99,47,9.69,RU,2022-02-07 02:43:30,scattered clouds
129,Panalingaan,8.7842,117.4231,86.18,59,100,3.58,PH,2022-02-07 02:53:33,overcast clouds
130,Veracruz,19.3333,-96.6667,62.87,86,13,2.8,MX,2022-02-07 02:52:48,few clouds
131,Ancud,-41.8697,-73.8203,58.53,89,5,2.86,CL,2022-02-07 02:46:38,clear sky
132,Ilebo,-4.3167,20.5833,69.87,98,95,1.07,CD,2022-02-07 02:55:33,overcast clouds
133,Banff,51.1762,-115.5698,42.03,98,100,4.76,CA,2022-02-07 02:55:33,overcast clouds
134,Baoma,31.4859,106.1128,37.9,91,100,7.92,CN,2022-02-07 02:55:33,overcast clouds
135,Komsomolskiy,40.4272,71.7189,38.55,87,75,4.61,UZ,2022-02-07 02:55:34,broken clouds
136,Baishishan,43.5833,127.5667,12.18,83,71,5.12,CN,2022-02-07 02:55:34,broken clouds
137,Quatre Cocos,-20.2078,57.7625,77.11,82,100,10.0,MU,2022-02-07 02:55:07,light rain
138,Severomuysk,56.1481,113.4267,-1.97,94,99,2.91,RU,2022-02-07 02:55:35,overcast clouds
139,Emerald,-23.5333,148.1667,84.34,39,0,8.05,AU,2022-02-07 02:55:35,clear sky
140,Cotonou,6.3654,2.4183,78.26,84,68,5.61,BJ,2022-02-07 02:55:24,broken clouds
141,Morondava,-20.2833,44.2833,80.4,84,100,24.65,MG,2022-02-07 02:55:36,moderate rain
142,Bethel,41.3712,-73.414,28.65,83,28,1.81,US,2022-02-07 02:55:37,scattered clouds
143,Bozoum,6.3193,16.3799,64.49,28,4,2.21,CF,2022-02-07 02:55:37,clear sky
144,Beberibe,-4.1797,-38.1306,78.84,81,5,7.11,BR,2022-02-07 02:55:37,clear sky
145,Roald,62.5833,6.1333,39.9,81,75,12.66,NO,2022-02-07 02:50:58,light rain
146,East London,-33.0153,27.9116,71.38,82,100,7.52,ZA,2022-02-07 02:52:10,overcast clouds
147,Qui Nhon,13.7667,109.2333,76.62,80,69,6.73,VN,2022-02-07 02:55:38,broken clouds
148,Huarmey,-10.0681,-78.1522,71.37,78,100,6.38,PE,2022-02-07 02:53:54,overcast clouds
149,Kenai,60.5544,-151.2583,28.09,95,100,0.0,US,2022-02-07 02:55:39,light snow
150,Novikovo,51.1537,37.8879,25.92,97,100,8.5,RU,2022-02-07 02:55:39,snow
151,Rehoboth,-23.3167,17.0833,65.82,78,100,17.02,NA,2022-02-07 02:55:40,light rain
152,Sungaipenuh,-2.0833,101.3833,73.69,64,100,4.81,ID,2022-02-07 02:55:40,moderate rain
153,Whitehorse,60.7161,-135.0538,32.77,80,75,16.11,CA,2022-02-07 02:54:55,broken clouds
154,Nevelsk,46.6733,141.8633,21.63,72,100,16.84,RU,2022-02-07 02:55:41,overcast clouds
155,Ruteng,-8.6136,120.4721,74.55,68,19,1.95,ID,2022-02-07 02:55:42,few clouds
156,Ketchikan,55.3422,-131.6461,46.38,87,100,12.66,US,2022-02-07 02:55:42,heavy intensity rain
157,Neiafu,-18.65,-173.9833,75.88,83,100,9.22,TO,2022-02-07 02:55:42,overcast clouds
158,Mataura,-46.1927,168.8643,60.48,34,8,2.75,NZ,2022-02-07 02:55:43,clear sky
159,Pevek,69.7008,170.3133,-23.37,98,27,0.92,RU,2022-02-07 02:52:13,scattered clouds
160,Morgan City,29.6994,-91.2068,44.01,81,0,3.44,US,2022-02-07 02:52:51,clear sky
161,Buraydah,26.326,43.975,45.05,48,0,5.93,SA,2022-02-07 02:55:44,clear sky
162,Avera,33.194,-82.5271,41.72,54,99,6.71,US,2022-02-07 02:55:44,light rain
163,Bredasdorp,-34.5322,20.0403,65.28,88,13,5.75,ZA,2022-02-07 02:55:45,few clouds
164,Zaranj,30.9667,61.8833,39.16,43,0,4.81,AF,2022-02-07 02:55:45,clear sky
165,Sereflikochisar,38.9393,33.5386,24.22,95,78,7.34,TR,2022-02-07 02:55:46,broken clouds
166,Fortuna,40.5982,-124.1573,49.19,94,0,0.0,US,2022-02-07 02:52:51,clear sky
167,Torbay,47.6666,-52.7314,13.57,75,75,16.11,CA,2022-02-07 02:55:46,broken clouds
168,Mount Isa,-20.7333,139.5,91.17,38,9,11.5,AU,2022-02-07 02:55:47,clear sky
169,Adre,13.4667,22.2,56.25,22,0,15.77,TD,2022-02-07 02:55:47,clear sky
170,Khatanga,71.9667,102.5,-17.07,98,99,9.6,RU,2022-02-07 02:55:48,overcast clouds
171,Mineros,-17.1167,-63.2333,76.59,95,91,1.9,BO,2022-02-07 02:55:48,overcast clouds
172,Tuktoyaktuk,69.4541,-133.0374,-27.4,68,75,12.66,CA,2022-02-07 02:52:49,broken clouds
173,Bontang,0.1333,117.5,83.84,69,100,12.35,ID,2022-02-07 02:55:49,overcast clouds
174,Naze,28.3667,129.4833,56.32,59,100,4.76,JP,2022-02-07 02:52:57,light rain
175,Terme,41.2092,36.9739,39.07,66,95,4.68,TR,2022-02-07 02:55:50,overcast clouds
176,Ballater,57.0493,-3.0402,37.29,83,39,8.03,GB,2022-02-07 02:55:50,scattered clouds
177,Kangaatsiaq,68.3065,-53.4641,7.74,86,100,25.12,GL,2022-02-07 02:55:51,overcast clouds
178,Antofagasta,-23.65,-70.4,65.48,76,28,1.43,CL,2022-02-07 02:55:51,scattered clouds
179,San Carlos De Bariloche,-41.1456,-71.3082,65.25,42,0,3.44,AR,2022-02-07 02:56:52,clear sky
180,Lusaka,-15.4067,28.2871,58.57,95,52,4.7,ZM,2022-02-07 02:56:52,broken clouds
181,Praia,14.9215,-23.5087,68.54,83,0,12.66,CV,2022-02-07 02:56:53,clear sky
182,Nanortalik,60.1432,-45.2371,17.42,62,100,46.19,GL,2022-02-07 02:56:53,overcast clouds
183,Fernandina Beach,30.6697,-81.4626,52.05,100,100,13.8,US,2022-02-07 02:56:53,mist
184,Umm Lajj,25.0213,37.2685,65.23,35,0,15.35,SA,2022-02-07 02:56:54,clear sky
185,Mering,48.2656,10.9846,37.27,93,100,14.97,DE,2022-02-07 02:56:54,light snow
186,Vorukh,39.8494,70.5838,26.94,79,44,6.62,TJ,2022-02-07 02:56:55,scattered clouds
187,Virginia Beach,36.8529,-75.978,40.01,79,100,1.01,US,2022-02-07 02:55:03,overcast clouds
188,Pemangkat,1.1667,108.9667,79.65,84,100,4.76,ID,2022-02-07 02:56:56,overcast clouds
189,Barrow,71.2906,-156.7887,-27.38,68,0,12.66,US,2022-02-07 02:52:15,clear sky
190,Margate,51.3813,1.3862,41.88,69,5,10.0,GB,2022-02-07 02:53:15,clear sky
191,Port Moresby,-9.4431,147.1797,87.22,70,40,11.5,PG,2022-02-07 02:56:56,haze
192,Kushima,31.4583,131.2333,46.44,42,98,2.66,JP,2022-02-07 02:56:57,overcast clouds
193,Los Llanos De Aridane,28.6585,-17.9182,62.35,74,75,21.99,ES,2022-02-07 02:54:48,broken clouds
194,Acarau,-2.8856,-40.12,78.48,80,1,11.3,BR,2022-02-07 02:54:39,clear sky
195,Mahasamund,21.1,82.1,59.27,26,25,0.29,IN,2022-02-07 02:56:58,scattered clouds
196,Nouakchott,18.0858,-15.9785,64.33,51,36,9.37,MR,2022-02-07 02:56:58,scattered clouds
197,Roros,62.5747,11.3842,28.24,86,100,13.8,NO,2022-02-07 02:56:59,heavy shower snow
198,Llanes,43.4198,-4.7549,43.27,65,53,7.31,ES,2022-02-07 02:55:25,broken clouds
199,Comodoro Rivadavia,-45.8667,-67.5,62.46,59,0,2.3,AR,2022-02-07 02:56:59,clear sky
200,Dengzhou,37.8086,120.7508,35.58,50,100,6.11,CN,2022-02-07 02:57:00,overcast clouds
201,Salamina,37.9643,23.4965,54.99,86,20,2.3,GR,2022-02-07 02:57:00,few clouds
202,Tiksi,71.6872,128.8694,-17.37,98,100,6.26,RU,2022-02-07 02:56:52,overcast clouds
203,Lavrentiya,65.5833,-171.0,-15.63,95,56,5.19,RU,2022-02-07 02:53:59,broken clouds
204,Mumford,5.2618,-0.759,79.09,86,94,6.93,GH,2022-02-07 02:57:01,overcast clouds
205,Labuhan,-6.8844,112.2051,81.77,81,100,16.89,ID,2022-02-07 02:57:02,overcast clouds
206,Marzuq,14.4,46.4667,57.18,51,100,2.51,YE,2022-02-07 02:57:02,overcast clouds
207,Gumla,23.05,84.55,61.14,25,2,2.75,IN,2022-02-07 02:57:02,clear sky
208,Chuy,-33.6971,-53.4616,63.79,74,41,15.66,UY,2022-02-07 02:57:03,scattered clouds
209,Tual,-5.6667,132.75,83.21,70,33,2.66,ID,2022-02-07 02:57:04,scattered clouds
210,Ewa Beach,21.3156,-158.0072,77.02,67,0,17.92,US,2022-02-07 02:57:04,clear sky
211,Sindgi,16.9167,76.2333,73.89,52,75,9.66,IN,2022-02-07 02:57:04,broken clouds
212,San Patricio,28.017,-97.5169,57.06,83,100,9.93,US,2022-02-07 02:57:05,overcast clouds
213,Laramie,41.3114,-105.5911,23.09,83,1,5.77,US,2022-02-07 02:54:34,clear sky
214,Karpogory,64.0019,44.4451,10.04,94,100,7.87,RU,2022-02-07 02:57:06,overcast clouds
215,Soyo,-6.1349,12.3689,76.12,88,89,6.26,AO,2022-02-07 02:57:06,overcast clouds
216,Albany,42.6001,-73.9662,21.31,75,10,4.18,US,2022-02-07 02:57:06,clear sky
217,Noshiro,40.2039,140.0242,32.94,76,100,21.05,JP,2022-02-07 02:57:07,light snow
218,Pauini,-7.7136,-66.9764,74.73,93,100,1.23,BR,2022-02-07 02:57:07,overcast clouds
219,San Quintin,30.4833,-115.95,58.3,49,0,4.7,MX,2022-02-07 02:57:08,clear sky
220,Khandyga,62.6667,135.6,-22.02,89,90,1.07,RU,2022-02-07 02:57:09,overcast clouds
221,Lebu,-37.6167,-73.65,59.22,92,3,15.41,CL,2022-02-07 02:56:11,clear sky
222,Port Lincoln,-34.7333,135.8667,79.56,48,0,18.32,AU,2022-02-07 02:57:09,clear sky
223,Esperance,-33.8667,121.9,73.24,53,18,28.1,AU,2022-02-07 02:53:50,few clouds
224,Bluff,-46.6,168.3333,60.8,66,0,13.38,NZ,2022-02-07 02:56:17,clear sky
225,Dickinson,29.4608,-95.0513,52.95,81,86,3.0,US,2022-02-07 02:55:06,overcast clouds
226,Ondangwa,-17.9167,15.95,68.0,94,99,1.14,NA,2022-02-07 02:58:10,overcast clouds
227,Hearst,49.6835,-83.6665,3.45,96,100,7.36,CA,2022-02-07 02:58:11,overcast clouds
228,Tomatlan,19.9333,-105.25,67.48,83,100,1.54,MX,2022-02-07 02:57:27,overcast clouds
229,Arraial Do Cabo,-22.9661,-42.0278,75.36,92,0,18.75,BR,2022-02-07 02:58:12,clear sky
230,Pangnirtung,66.1451,-65.7125,-38.09,96,100,4.47,CA,2022-02-07 02:58:12,overcast clouds
231,The Valley,18.217,-63.0578,77.09,73,84,23.02,AI,2022-02-07 02:58:13,broken clouds
232,Grindavik,63.8424,-22.4338,32.47,100,100,48.34,IS,2022-02-07 02:58:13,heavy snow
233,Flinders,-34.5833,150.8552,74.48,70,44,7.0,AU,2022-02-07 02:58:14,scattered clouds
234,Vila,42.0304,-8.1588,39.33,81,48,5.37,PT,2022-02-07 02:55:49,scattered clouds
235,Punta Arenas,-53.15,-70.9167,53.71,82,75,6.91,CL,2022-02-07 02:57:47,broken clouds
236,Lake Havasu City,34.4839,-114.3224,66.2,13,20,3.0,US,2022-02-07 02:58:14,few clouds
237,Lorengau,-2.0226,147.2712,83.64,76,99,7.54,PG,2022-02-07 02:56:50,overcast clouds
238,Otkaznoye,44.3264,43.8608,23.04,83,75,6.13,RU,2022-02-07 02:58:15,broken clouds
239,Kardamaina,36.7814,27.1425,33.75,54,9,3.29,GR,2022-02-07 02:58:16,clear sky
240,Samarai,-10.6167,150.6667,85.35,70,88,11.61,PG,2022-02-07 02:58:16,overcast clouds
241,Riyadh,24.6877,46.7219,46.54,46,0,4.25,SA,2022-02-07 02:55:00,clear sky
242,Sept-Iles,50.2001,-66.3821,4.05,80,100,6.91,CA,2022-02-07 02:58:17,overcast clouds
243,San Pablo,14.0669,121.3258,82.92,70,99,10.65,PH,2022-02-07 02:58:17,overcast clouds
244,Sao Filipe,14.8961,-24.4956,72.48,75,1,5.97,CV,2022-02-07 02:58:18,clear sky
245,Ossora,59.2353,163.0719,12.24,85,100,11.52,RU,2022-02-07 02:58:18,overcast clouds
246,Namibe,-15.1961,12.1522,72.28,70,95,7.43,AO,2022-02-07 02:58:19,overcast clouds
247,Puerto Maldonado,-12.6,-69.1833,70.93,98,98,5.48,PE,2022-02-07 02:58:19,overcast clouds
248,Mao,39.8885,4.2658,46.96,93,0,5.75,ES,2022-02-07 02:58:20,clear sky
249,Ostersund,63.1792,14.6357,23.61,100,75,4.61,SE,2022-02-07 02:58:20,broken clouds
250,Nizhniy Odes,63.6445,54.856,12.63,90,100,9.51,RU,2022-02-07 02:58:20,overcast clouds
251,Noumea,-22.2763,166.4572,78.78,83,81,15.1,NC,2022-02-07 02:58:21,light rain
252,Sparta,43.9441,-90.8129,23.41,77,96,11.61,US,2022-02-07 02:58:21,overcast clouds
253,Bundaberg,-24.85,152.35,71.89,83,100,13.8,AU,2022-02-07 02:58:22,overcast clouds
254,Broome,42.2506,-75.833,23.9,68,4,1.01,US,2022-02-07 02:55:33,clear sky
255,Qena,26.1615,32.7183,50.11,50,0,4.03,EG,2022-02-07 02:58:22,clear sky
256,Itarema,-2.9248,-39.9167,78.8,78,2,11.07,BR,2022-02-07 02:58:23,clear sky
257,Chumikan,54.7183,135.315,-1.1,80,16,13.96,RU,2022-02-07 02:57:03,few clouds
258,Hofn,64.2539,-15.2082,31.5,76,100,17.96,IS,2022-02-07 02:58:23,light snow
259,Buala,-8.145,159.5921,86.63,71,97,12.3,SB,2022-02-07 02:58:24,light rain
260,Manokwari,-0.8667,134.0833,83.01,68,99,5.59,ID,2022-02-07 02:58:24,overcast clouds
261,Hovd,48.0056,91.6419,-9.71,72,10,0.69,MN,2022-02-07 02:58:25,clear sky
262,Rikitea,-23.1203,-134.9692,79.02,72,16,18.75,PF,2022-02-07 02:58:26,few clouds
